Tesla: Nuevo León anuncia licitación para la construcción de un puente de acceso a la planta,2023-11-09 21:51:10+00:00,"El Gobierno de Nuevo León lanzó la licitación para la construcción de un puente de acceso a la planta de vehículos eléctricos de Tesla, dirigida por Elon Musk, en el municipio de Santa Catarina.Mediante un comunicado, el gobierno a cargo de Samuel García, informó que la convocatoria forma parte del Proyecto Integral de las obras necesarias para los accesos a la planta armadora de autos eléctricos.Las licitaciones consisten en un Puente Superior Vehicular, rampas de acceso y la ampliación de un tercer carril sobre la carretera libre Monterrey – Saltillo (…) Y son complemento a los estudios y levantamientos realizados en fechas anterioresexplica el comunicado.Así nos estamos preparando para la llegada de Tesla, con una movilidad de PRIMER MUNDO. Un nuevo puente, la ampliación de tres carriles de la carretera y nuevas rampas de acceso. ¡Así será la entrada a Tesla! ¡CHULADA! pic.twitter.com/ZdTyAQNXI2 — Samuel García (@samuel_garcias) November 8, 2023El objetivo de las obras es atender la proyección del incremento de flujo vehicular que se ha registrado y se espera tener en el estado, derivado de las estrategias de promoción para captar inversión extranjera directa (IED) y aprovechar el nearshoring.El mes pasado, el CEO de Tesla informó en llamada con analistas tras el reporte trimestral que la fábrica de vehículos eléctricos en Nuevo León sí será construida, sin embargo, el empresario expresó preocupaciones por el estado actual de la economía global.Musk también señaló que la armadora de autos está “sentando las bases” para levantar la gigafábrica. A principios de octubre, el gobierno de Nuevo León dijo que la compañía les solicitó mejorar aspectos como la electricidad, el agua y el transporte previo al inicio de la edificación.¿Cómo va el mercado de vehículos eléctricos en México?Si bien la tendencia hacia la electromovilidad es de suma importancia para mitigar las emisiones contaminantes provenientes del uso de vehículos de combustión interna, el camino en México en la transición hacia autos eléctricos aún está en desarrollo y con algunos desafíos por resolver ante la falta de infraestructura.En conferencia reciente con medios, el director de la Asociación Mexicana de la Industria Automotriz (AMIA), Odracir Barquera, comentó que se espera que el mercado de vehículos eléctricos incremente en los siguientes años, pero apuntó que sí no existe una política de electromovilidad, la penetración será limitada.Sí no tenemos algún tipo de política nacional de electromovilidad, consideramos que la penetración de vehículos eléctricos hacia 2030 será de alrededor del 19% en las ventas totales, pero si contamos con una política adecuada e integral, ese porcentaje se podría traducir en 39% de penetración de las unidadesdijo el directivo.Por el lado de la infraestructura, Barquera comentó que es claro que el país está muy por debajo de las necesidades de cargadores para vehículos eléctricos, por lo tanto, sostuvo que es importante trabajar en el tema de electrolineras, en la calidad para tener esos puntos de carga y en estimular la producción y consumo de ese tipo de autos.De acuerdo con la Industria Nacional de Autopartes (INA), existen cerca de 1,189 estaciones de carga para vehículos ligeros eléctricos en México, lo que se traduce en un total de 2,089 conectores, de los cuales, 435 se encuentran en la Ciudad de México, 212 en Jalisco y 192 en Nuevo León.Podemos ver qué prácticamente todos los estados del país ya cuentan con conectores para vehículos eléctricos. (Aunque) también necesitamos seguir impulsando la electromovilidad, sobre todo en el tema de componentes en la cadena de proveeduría y las electrolinerasdijo Armando Cortés, director general de la INA.Mercado de vehículos h&e representa el 5% de las ventas totalesEl dato de venta de vehículos híbridos y eléctricos —que tiene dos meses de desfase— mostró que durante agosto se comercializaron 6,309 unidades en México, lo que se traduce en un crecimiento anual de 53.6%.Dicha cifra también representa el 5.5% de las ventas totales de vehículos ligeros en México, que ascendieron a 113,672 unidades, con cifras revisadas, de acuerdo con datos del Instituto Nacional de Estadística y Geografía (Inegi).(Agosto) es el tercer mes consecutivo en el que el mercado de vehículos híbridos y eléctricos está por arriba del 5%, lo que ha contribuido para que el promedio de los primeros ocho meses de 2023 represente el 5% del mercado de ventas totalesdijo Barquera en conferencia.De la venta de vehículos de nuevas energías, el segmento de autos híbridos representó el 70% de la comercialización total de agosto, mientras que el 22% lo ocuparon los híbridos y el 8% restante las unidades híbridas conectables.En tanto, los cinco estados con mayor representación de venta de vehículos híbridos y eléctricos se encuentran son los siguientes:Ciudad de México: 27.9%Estado de México: 11.8%Nuevo León: 9.4%Jalisco: 7.6%Puebla: 6.7%Lee también:Para más información visita nuestro canal de YouTube",https://elceo.com/negocios/nuevo-leon-anuncia-licitacion-para-la-construccion-de-un-puente-de-acceso-a-la-planta-de-tesla-de-elon-musk/
Ganancias de Sony caen 29% en el 2TF,2023-11-09 21:06:31+00:00,"La firma japonesa Sony informó sobre un descenso en su ganancia operativa en el segundo trimestre fiscal, debido a que la compañía electrónica presentó una debilidad en su negocio de sensores de imágenes o chips.De acuerdo con el informe presentado por la compañía, en relación a los ingresos Sony obtuvo 2.80 billones de yenes (18,500 millones de dólares) frente a los 2.87 billones esperados por el mercado.La ganancia operativa de la empresa fue de 263,000 millones de yenes, cifra por debajo de los 304,400 millones de yenes esperados, es decir, que la empresa tuvo una caída de 29% en sus ganancias año con año.Sony atribuyó el descalabro a la debilidad de sus negocios de chips que tuvo una caída de 28%; asimismo la empresa dijo que tuvo un descenso en el beneficios de sus negocios de servicios financieros y entretenimiento.La compañía suministra chips de cámara a gigantes de la fabricación de tecnología como Apple, que utiliza los semiconductores de Sony para la fabricación de los iPhone.Sony incrementa sus previsiones en ventasA pesar de la caída en sus ganancias, Sony incrementó su pronóstico de ventas para el resto de 2023. Espera ventas totales por 12.4 billones de yenes, cifra por arriba de su pronóstico anterior de 12.2 billones de yenes.Sony atribuyó la mejora en su pronóstico de ingresos al desempeño en su negocio de videojuegos, música y soluciones de imágenes y sensores. La compañía ha tenido un buen comienzo con su reciente juego Marvel’s Spider-Man 2, que es exclusivo para PS5.De acuerdo con la empresa, el videojuego vendió más de 2.5 millones de copias en su primer día, lo que lo convierte en el juego de PlayStation más vendido en la historia durante un periodo de 24 horas.La empresa dijo que vendió 4.9 millones de unidades PlayStation 5 en el segundo trimestre fiscal, cifra por arriba de los 3.3 millones vendidas en el primer trimestre fiscal.Por su parte, el vicepresidente y director de marketing de Sony, Eric Lempel, aseguro que este será el primer año que la PS5 estará completamente abastecida, por lo que esperan que las ventanas alcance el objetivo de 25 millones de unidades vendidas este año.Te puede interesar:Para más información visita nuestro canal de YouTube",https://elceo.com/negocios/ganancias-de-sony-caen-29-en-el-2t-fiscal-pero-incrementa-sus-pronosticos-de-ventas/
Santander y GAC Motor ofrecerán financiamiento de autos,2023-11-09 20:32:36+00:00,"Banco Santander y GAC Motor anunciaron una alianza estratégica en donde la española fungirá como el brazo financiero de la automotriz china para facilitar la adquisición de vehículos en el mercado mexicano.El director ejecutivo de Financiamiento Automotriz en Santander México, Julio Ascorve Zermeño, comentó que tienen estimado alcanzar las 10,000 unidades financiadas para el próximo año.A través de un comunicado, las firmas detallaron que el acuerdo permitirá que los clientes cuenten con tasas y enganches más atractivos, así como diferentes opciones de créditos y planes de financiamiento.De acuerdo con el presidente de GAC Motor México, Rafe Huang, la cooperación con Banco Santander les permitirá satisfacer una necesidad que existe entre los consumidores, además de favorecer su presencia en el mercado nacional.El compromiso de GAC Motor está en ofrecer a los consumidores mexicanos, el mejor producto, brindando una oferta de compra más completa y personalizada, gracias al respaldo de una de las instituciones financieras más importantes del paísapuntó el directivo.Banco Santander forma parte del plan de GAC MotorLa firma automotriz china comenzará sus operaciones en el mercado nacional a mediados de noviembre con la comercialización de dos vehículos, la SUV GS8 y el crossover de cinco plazas EMZOOM.Como parte de la estrategia de GAC Motor, en los próximos meses estará comercializando vehículos de combustión interna, eléctricos e híbridos, a través de una red de 30 distribuidores.Actualmente Banco Santander se ubica en la tercera posición del financiamiento automotriz dentro del G7 y cuenta con el objetivo de llegar al segundo lugar en 2024.No dejes de leer:Para más información visita nuestro canal de YouTube",https://elceo.com/negocios/santander-y-la-automotriz-china-gac-motor-firman-alianza-para-financiar-autos-en-mexico/
Aceleran reactivación de Acapulco: hoteles prevén reabrir el 15 de diciembre,2023-11-09 19:27:44+00:00,"Al menos tres hoteles se comprometieron a abrir de manera parcial en Acapulco tras el paso del huracán Otis hace dos semanas, informó Francisco Cervantes, presidente del Consejo Coordinador Empresarial (CCE).Hoteleros dijeron ‘vamos a abrir el 15 de diciembre’. Son (aperturas) parciales. Las Brisas, el Mayan Palace y el Mundo Imperialdijo el presidente del CCE.“(La meta es) que los hoteles empiecen a reabrir habitaciones lo antes posible”, sostuvo en entrevista con medios al salir de Palacio Nacional, tras una reunión con el presidente Andrés Manuel López Obrador (AMLO).Apenas el lunes, el mandatario federal adelantó que los hoteles estarían listos para operar en abril de 2024 y albergar el Tianguis Turístico. Mientras que el Hotel Las Brisas informó el martes que confiaba en reabrir al 70% en diciembre.“Sí tuvimos daños importantes en cristales, puertas y cancelería. Pero gracias a que la construcción del hotel es de concreto, no tuvimos daños estructurales. Lo que nos da tranquilidad de estar listos en un 70% para el 15 de diciembre y para abril próximo, al 100%”, comentó el CEO de Las Brisas, Antonio Cosío Pando.Ello es posible, insistió Cervantes, porque no hubo daños estructurales, sino que sólo se rompieron ventanas y partes no fijas como tablarrocas.Confió en que esta experiencia incitará a la instalación de materiales más resistentes como vidrio templado y protecciones mayores como cortinas anticiclónicas en los hoteles. Así como mejorar las normativas en términos de construcción y seguridad de los inmuebles.Además, el líder empresarial reiteró el compromiso de que el destino turístico esté lo más óptimo para ser la sede del Tianguis Turístico en abril de 2024.Adelantó que habrá reuniones semanales con las autoridades y la iniciativa privada con el fin de contar un semáforo de avance en la reconstrucción de Acapulco.Preocupa la inseguridad en Acapulco tras OtisFrancisco Cervantes resaltó que uno de los temas que más apremian en Acapulco a los empresarios es la seguridad. Ello luego de que tras el paso de Otis se desataran saqueos y enfrentamientos entre las personas.A este respecto, AMLO se comprometió a fortalecer la presencia de 38 destacamentos de la Guardia Nacional en el puerto guerrerense, junto con elementos de la Marina y la Secretaría de la Defensa Nacional.En temas de salud, advirtió que la preocupación está también en la limpieza de las albercas, donde tendrán que realizar procesos de desinfección total para evitar la proliferación de mosquitos y enfermedades como dengue.El huracán Otis impactó las costas de Acapulco el pasado 25 de octubre, lo que causó graves daños en la infraestructura. Entre esta, los poste de luz y las carreteras, así como daños materiales en inmuebles, entre ellos muchos hoteles. Según estimaciones del gobierno federal, alrededor de 80% de los más de 250 hoteles del destino resultaron con daños.Lee más:Para más información, visita nuestro canal de YouTube",https://elceo.com/negocios/aceleran-reactivacion-de-acapulco-tras-el-paso-de-otis-hoteles-preven-reabrir-el-15-de-diciembre/
Softbank cae en el 2T fiscal tras golpe de WeWork,2023-11-09 18:11:55+00:00,"Durante su segundo trimestre fiscal, SoftBank registró una ganancia de inversión en su Vision Fund; sin embargo, sumó una nueva pérdida trimestral a causa del debacle registrado en WeWork.Para el período que concluyó en septiembre, las ventas netas de la compañía alcanzaron 1.67 billones de yenes —11,000 millones de dólares—, cifra ligeramente superior a lo proyectado. Mientras, la pérdida neta alcanzó los 6,200 millones de dólares, muy por encima del cálculo de LSEG.En la primera mitad del año fiscal, la firma japonesa ya suma una pérdida de 9,300 millones de dólares. SoftBank aseguró que la debilidad del yen le ha afectado de forma importante.Por su parte, Vision Fund, el fondo de capital de riesgos del grupo, tuvo una ganancia de inversión de 21,300 millones de yenes, su segundo trimestre consecutivo con ganancias. El impulso llegó de la venta de acciones del diseñador de chips Arm.La firma aseguró que el movimiento ayudó a compensar la caída en el valor de otras empresas en las cuales cuentan con inversión, como la firma china de inteligencia artificial SenseTime.El entorno sigue siendo difícil… pero creemos que hemos tocado fondo y estamos dando buenos pasos hacia cifras positivasdijo el director financiero de SoftBank, Yoshimitsu Goto.SoftBank es golpeado por WeWorkSoftBank ha sido uno de los mayores patrocinadores de WeWork, por lo que la acogida de la firma al Capítulo 11 de protección por bancarrota en Estados Unidos de esta semana le ha traído afectaciones.Algunos expertos se han mostrado críticos con la estrategia de inversión en la arrendadora de espacios de trabajo al colocarla como un ejemplo de falta de disciplina por parte de Vision Fund.Por su parte, el fundador de SoftBank, Masayoshi Son, ha dicho que WeWork está a la vanguardia de una “revolución” en la forma que trabaja la gente.Te puede interesar:Para más información visita nuestro canal de YouTubeCon información de CNBC",https://elceo.com/negocios/softbank-registra-perdida-trimestral-de-6200-millones-de-dolares-tras-el-colapso-de-wework/
Netflix tendrá aumento de precios en diciembre,2023-11-09 17:22:44+00:00,"Durante la temporada de fin de año los consumidores suelen tener más gastos debido a las múltiples celebraciones y compra de regalos, y la plataforma de streaming Netflix también ha preparado una sorpresa para sus usuarios con un nuevo incremento en sus precios.A principios de noviembre, algunos suscriptores han reportado la recepción de correos electrónicos en donde la compañía les notifica un aumento en sus tarifas a partir del próximo mes.En este sentido, Netflix afirmó que el mayor desembolso de efectivo por parte de sus usuarios permitirá otorgar más valor a la membresía mediante el otorgamiento de un incremento en la cantidad y calidad de los productos.Hasta el momento, la compañía con sede en California sólo ha informado sobre este incremento a sus usuarios en Estados Unidos, dejando fuera a otros mercados, entre ellos México, en donde el último ajuste se realizó a mediados de año con una cuota extra de 69 pesos mensuales por concepto de cuenta compartida.Nuevos precios de Netflix en Estados UnidosLos buenos resultados mostrados en su último trimestre, tanto en sus ganancias como en el número de suscriptores, le han dado margen a la empresa para incrementar sus precios. Durante el período de julio a septiembre, Netflix obtuvo 247 millones de usuarios.El plan estándar con anuncios contará con un precio de 6.99 dólares, el plan estándar sin anuncios ahora costará 15.49 dólares y por el plan premium los usuarios deberán desembolsar 22.99 dólares.Para los planes estándar y premium se pueden agregar miembros adicionales con un pago mensual extra de 7.99 dólares. Ello como parte del plan de la compañía para tener más suscriptores y generar mayores ingresos.Netflix dice que si actualmente estás en el plan Básico, puedes permanecer en el plan hasta que cambies de plan o canceles la cuenta.Conoce más:Para más información visita nuestro canal de YouTube",https://elceo.com/negocios/netflix-da-la-bienvenida-a-la-temporada-navidena-con-un-aumento-de-precios-incluye-a-mexico/
Disney entrega resultados mixtos en su 4T fiscal,2023-11-09 16:45:39+00:00,"Durante el cuarto trimestre fiscal, la gigante del entretenimiento Disney entregó resultados mixtos, con ganancias que superaron las expectativas gracias a ESPN+ y a los parques temáticos, pero con una disminución en los ingresos por afectaciones en la publicidad.Las ganancias de la compañía en el período de julio a septiembre fueron de 82 centavos por acción ajustada, desde una proyección de 70 centavos por título, según LSEG. Mientras los ingresos subieron 5% a 21,240 millones de dólares, aunque estuvieron por debajo de los 21,330 millones de dólares esperados.Asimismo, los ingresos netos se situaron en 264 millones de dólares, o 14 centavos por acción. Los ingresos netos fueron de 162 millones de dólares, o 9 centavos por título.Por su parte, la división de experiencias de la empresa del ratón experimentó un aumento de 13% en los ingresos al ubicarse en 8,160 millones de dólares, en gran parte por la mayor asistencia y los precios de los parques, que representaron el 66% de los ingresos totales de la división.Disney detalló que en su resort de Florida aún cuenta con tarifas hoteleras más bajas y cuenta con costos operativos más altos, lo que ha afectado al negocio.Comportamiento de Disney+ durante el trimestreLa compañía informó que sumó 7 millones de nuevos suscriptores a Disney+, con lo cual suma un total de 150.2 millones, incluido Hotstar. La plataforma de streaming registró una reducción en sus pérdidas en comparación con el año anterior.El lanzamiento de películas como “Elemental”, “La Sirenita” y “Guardianes de la Galaxia Vol.3” fueron piezas clave para el servicio. Además de los films estrenados en el cine, Disney+ también estrenó la serie exclusiva “Asoka”.Disney sigue proyectando que sus negocios de transmisión combinados se vuelvan rentables en el cuarto trimestre fiscal de 2024.De cara al futuro, hay cuatro oportunidades de construcción clave que serán fundamentales para nuestro éxito: lograr una rentabilidad significativa y sostenida en nuestro negocio de streaming, convertir a ESPN en la principal plataforma de deportes digitales, mejorar la producción y la economía de nuestros estudios cinematográficos, y Impulsando el crecimiento en nuestro negocio de parques y experienciasdijo el director ejecutivo Bob Iger en un comunicado.Leer más:Para más información visita nuestro canal de YouTubeCon información de CNBC",https://elceo.com/negocios/ganancias-de-disney-en-su-4t-fiscal-superan-las-expectativas-pero-los-ingresos-se-quedan-cortos/
"Buen Fin llega con más tarjetas de crédito, pero mayor morosidad y presiones persistentes",2023-11-09 15:00:47+00:00,"La edición 2023 del Buen Fin llega con expectativas de ventas moderadas, en un contexto donde la demanda de crédito al consumo ha mantenido el dinamismo, pero persisten las presiones en los bolsillos de los mexicanos por la inflación.La campaña de descuentos que en 2022 quedó por debajo de la meta planteada por autoridades y asociaciones, apunta a un incremento de 5% en las ventas en esta edición, rondando los 141,000 millones de pesos.El problema es que venimos de un ambiente inflacionario pesado durante los meses anteriores; si bien en los últimos datos se ha reducido, no te quita el efecto acumulativo. Estadísticamente la inflación está abajo del 5%, pero en tu bolsillo no se siente asídijo en entrevista Carlos Hermosillo, analista independiente del sector consumo.Janneth Quiroz, directora de Análisis Económico de Grupo Monex, coincidió en que la perspectiva de resultados del evento que se llevará a cabo del 17 al 20 de noviembre es positiva por la fortaleza del consumo privado, pero no extraordinaria, tanto por el tema inflacionario como de tasas de referencia elevadas.Daniela Orozco, directora de Investigación en la Asociación Mexicana de Venta Online (AMVO), señaló en una conferencia reciente que entre los consumidores sí hay una pequeña desaceleración de la velocidad de crecimiento de intención de compra en el Buen Fin e incertidumbre sobre sus ingresos, aunque apuntó que no necesariamente es la barrera más fuerte de compra.Más tarjetas circularán durante el Buen FinA lo largo del año, los bancos han destacado la fuerte demanda de crédito al consumo y varios han mencionado una mayor originación de productos como las tarjetas de crédito.De acuerdo con cifras de Banxico, al cierre de junio habían 35.6 millones de tarjetas de crédito vigentes en el país, lo que significó un aumento de 5.8 millones de plásticos respecto a diciembre de 2022. En comparación, durante el mismo lapso del año pasado el incremento fue de 297,644 tarjetas vigentes.En opinión de Hermosillo, el otorgamiento de plásticos podría incrementar la participación de este método de pago respecto a otros, aunque no necesariamente impulsará las ventas.Morosidad sube en créditosSi bien la banca ha señalado que el crecimiento del empleo formal, así como un desempeño de la economía mejor a lo esperado son factores detrás del empuje en la cartera de crédito, las tarjetas también se han convertido en una forma de enfrentar un poder adquisitivo reducido por la inflación.En términos generales, el sistema bancario mantiene índices de morosidad (IMOR) contenidos, pero de acuerdo con datos de la Comisión Nacional Bancaria y de Valores (CNBV) al cierre de septiembre (últimos disponibles), en casi todos los segmentos del crédito al consumo, la morosidad es mayor a la registrada en el mismo mes de 2022.Dentro de las tarjetas de crédito, el IMOR creció 0.63 puntos porcentuales en este periodo, a 3.21%; aunque el nivel más elevado corresponde a los créditos porcentuales, con un IMOR de 4.84%.En octubre, el director de BBVA México, Eduardo Osuna, señaló que hay un deterioro natural que obedece a las variables de inflación y tasas de interés, por lo que se prevé que continúe unos meses más.Lee también:Para más información, visita nuestro canal de YouTube",https://elceo.com/negocios/buen-fin-llega-con-mas-tarjetas-de-credito-pero-mayor-morosidad-y-presiones-persistentes/
Mexicana de Aviación aún debe sortear un obstáculo para operar,2023-11-09 11:00:59+00:00,"Mexicana de Aviación está a menos de un mes de la fecha que estipuló el gobierno federal para arrancar operaciones; sin embargo, la ausencia de aviones podría ser el obstáculo que retrase el inicio de los vuelos, ya que aún falta que la aerolínea del Estado obtenga el certificado que le permite hacer uso del espacio aéreo.Desde agosto, la Secretaría de la Defensa Nacional (Sedena) informó que el gobierno arrendaría 10 aviones Boeing 737-800 y que serían entregados a finales de septiembre y octubre; sin embargo, hasta el momento no se han dado detalles formales sobre su arribo.En este sentido, los aviones juegan un papel importante para obtener el requisito faltante y aunque el pasado 30 de octubre la Agencia Federal de Aviación Civil (AFAC) entregó el título de asignación a Mexicana de Aviación, todavía falta el Certificado de Operador Aéreo (AOC, por sus siglas en inglés), que también se tramita ante esa misma dependencia federal.Fernando Gómez Suárez, analista económico especializado en el sector aéreo, comentó en entrevista que por proceso administrativo, la aerolínea primero debería presentar sus aeronaves para que se certifiquen, posteriormente se asignarían las rutas a la flota y se programarían los aterrizajes y despegues (slots).Le otorgan un título de asignación a Mexicana de Aviación. Lo extraño es que aún falta resolver la certificación de las aeronaves con las que va a operar, pero hasta donde se sabe, no existen esos avionesdijo Fernando Gómez Suárez en entrevista.Pruebas a las aeronaves de Mexicana de AviaciónGómez Suárez explicó que una vez que llegue la flota de aviones Boeing se tendrían que realizar pruebas técnicas para que Mexicana de Aviación inicie sus operaciones y aunque refirió que no conllevan mucho tiempo, el AOC sí podría ser un trámite más lento.El Certificado de Operador Aéreo podría restar tiempo, pero quizá el gobierno ya tomó las previsiones administrativas en tiempo para poder liberarlo cuanto antesdijo el analista.Respecto al personal que estará involucrado en el arranque de Mexicana de Aviación, el gobierno contrató a la empresa SAT Aero Holdings para gestionar los arrendamientos y el reclutamiento de tripulaciones aéreas, de acuerdo con información de Bloomberg.Anteriormente, la empresa se conocía como Petrus Aero Holdings, pero tuvo que cambiar su nombre debido a un “problema de marca registrada desconocido”. Una búsqueda en Google muestra que Petrus Aviation es una compañía con sede en Dallas, que financia aviones y motores, entre otras cosas.En tanto, se proyecta que la nueva Mexicana de Aviación arranque operaciones el próximo 2 de diciembre en su base principal que será el Aeropuerto Internacional Felipe Ángeles (AIFA), donde ofertará tarifas de avión 20% inferiores a las de las aerolíneas comerciales.Conoce más:Para más información visita nuestro canal de YouTube",https://elceo.com/negocios/mexicana-de-aviacion-ausencia-de-aviones-retrasaria-certificado-que-permite-a-la-aerolinea-arrancar-operaciones/
Otis: Tiendas dejaron de vender 500 mdp diarios en Acapulco tras huracán,2023-11-09 11:00:05+00:00,"Los daños causados por el huracán Otis provocaron que las tiendas de autoservicio, conveniencia, departamentales y especializadas de cadena dejaran de vender aproximadamente 500 millones de pesos diarios, según cálculos de Retail Lab.Es decir, que entre el día del impacto del huracán y el domingo 5 de noviembre —antes de la reapertura de cuatro unidades de Chedraui— se habrían dejado de vender hasta 6,000 millones de pesos.Al no tener inventario hacia el público, no tener cajas y no tener infraestructura, no puedes vender absolutamente nada. Y la gente aún y cuando tenga dinero, por más que entre, no va a poder comprar nada. Esta venta perdida es lo peor que le puede pasar a un supermercadocomentó Jorge Quiroga, director de Retail Lab.Grupo Walmart informó que la apertura de una tienda Sam’s Club se llevaría a cabo el martes, mientras que dos tiendas de Bodega Aurrerá se abrieron el miércoles.Soriana, por su parte, informó que la reapertura de dos de sus tiendas en Acapulco comenzará la próxima semana. Oxxo también inició con los trabajos para restablecer su servicio, igualmente con miras a reabrir en los próximos días.En tanto que las pérdidas materiales que sufrieron los negocios de comercio al por menor por el paso del huracán Otis, entre tiendas de autoservicio, departamentales, tiendas de conveniencia, farmacias y especializadas, rondarían los 15,000 millones de dólares, cerca de 263,000 millones de pesos.El monto total es similar a la estimación que hizo la iniciativa privada sobre el costo de la reconstrucción total de Acapulco tras el impacto del huracán Otis el pasado 25 de octubre.De ese monto, 5,000 millones de dólares (87,700 mdp) corresponden a las mercancías dañadas, destruidas, perdidas o que fueron tomadas por civiles durante los saqueos, según cálculos de Retail Lab.La estimación de la consultora indica que en total cerca de 197 tiendas de cadena tenían presencia en el puerto de Acapulco, y los daños a nivel de infraestructura que sufrieron valdrían 10,000 millones de dólares.Esto incluye el inventario junto con la tienda en sí. En la infraestructura de la tienda hay muchísimas cosas que tienen un valor altísimo. Por ejemplo, cuartos fríos, que si no tiene ninguna fuga, se pueden volver a utilizar. En el momento en que tiene una pequeña fuga, hay que rehacerlos. Después están todos los almacenes, las entradas, las salidas, los cargadorescomentó Jorge Quiroga.Según datos del Instituto Nacional de Estadística y Geografía (Inegi), en Acapulco y Coyuca de Benítez, las zonas con mayores afectaciones por Otis registran 99 tiendas de autoservicio y departamentales, que representan la mitad de las 197 unidades que contó Retail Lab.Baja protección ante OtisA pesar de ser una zona expuesta a riesgos ambientales, Retail Lab calculó con datos de la Asociación Mexicana de Instituciones de Seguros (AMIS) que sólo una de cada cinco tiendas tenía una cobertura ante este tipo de fenómenos.“Solo el 22% tenía un seguro que cubre huracanes. Entonces hay algunas otras que pueden tener un seguro global, pero no necesariamente cubren huracanes”, refirió Jorge Quiroga.Tras el paso del huracán, la AMIS informó que en el puerto se contaba con alrededor de 16,000 inmuebles asegurados. Mientras que el broker de seguros Interprotección calculó que las pérdidas totales rondarían entre los 5 y los 10 billones de dólares, es decir, de 87.7 a 175.4 billones de pesos.También lee:Para más información, visita nuestro canal de YouTube",https://elceo.com/negocios/otis-tiendas-dejaron-de-vender-500-mdp-diarios-en-acapulco-tras-huracan/
